gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,tenure_group,num_services,avg_monthly_spend,has_internet,TotalCharges_log,tenure_x_monthly,charges_per_service,spend_to_tenure_ratio,tenure^2,tenure MonthlyCharges,MonthlyCharges^2,customer_segment
Female,No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,1,0-12,6,97.325,1,6.881667944218819,987.0,16.45,88.47727272727273,100.0,987.0,9741.69,2
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No,0,0-12,2,43.85,1,3.803323588504805,43.85,21.925,21.925,1.0,43.85,1922.8225000000002,0
Male,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,No,0,13-24,2,67.74545454545455,1,7.307470555109695,1533.4,34.85,64.8,484.0,1533.4,4858.09,2
Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,38.55,280.0,No,0,0-12,4,40.0,1,5.638354669333745,269.84999999999997,9.6375,35.0,49.0,269.84999999999997,1486.1024999999997,0
Female,No,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,No,0,25-48,6,52.8125,1,7.550792675056632,1911.6000000000001,8.85,51.38513513513514,1296.0,1911.6000000000001,2819.61,3
Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,No,0,25-48,1,21.070588235294117,0,6.575633565098182,702.0999999999999,20.65,20.468571428571426,1156.0,702.0999999999999,426.42249999999996,3
Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,No,0,61-72,6,65.55555555555556,1,8.459775920546287,4640.400000000001,10.741666666666667,64.65753424657534,5184.0,4640.400000000001,4153.802500000001,1
Male,No,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,No,0,25-48,2,25.859722222222224,0,6.837279165177812,903.6,12.55,25.160810810810812,1296.0,903.6,630.0100000000001,3
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,Yes,1,0-12,3,76.35,1,4.348340577019075,76.35,25.45,38.175,1.0,76.35,5829.322499999999,2
Female,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,1,13-24,4,72.9108695652174,1,7.42532808920537,1820.45,19.7875,69.87291666666667,529.0,1820.45,6264.722500000001,2
Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,Yes,1,25-48,4,82.5640625,1,7.879688832321678,2720.0,21.25,80.06212121212121,1024.0,2720.0,7225.0,2
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,No,0,61-72,7,95.36408450704226,1,8.820529592978177,6755.650000000001,13.592857142857143,94.03958333333334,5041.0,6755.650000000001,9053.522500000001,1
Female,Yes,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,1835.3,No,0,13-24,4,79.79565217391304,1,7.515507956525134,1825.05,19.8375,76.47083333333333,529.0,1825.05,6296.422499999999,2
Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.65,1588.25,No,0,13-24,5,93.42647058823529,1,7.371017485816518,1643.0500000000002,19.330000000000002,88.23611111111111,289.0,1643.0500000000002,9341.222500000002,2
Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,No,0,0-12,6,75.5,1,4.33729074083249,75.5,12.583333333333334,37.75,1.0,75.5,5700.25,2
Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,No,0,0-12,1,21.52916666666667,0,5.55817850079741,236.39999999999998,19.7,19.873076923076926,144.0,236.39999999999998,388.09,0
Female,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,No,0,61-72,1,20.864583333333332,0,7.3153847099196785,1476.0,20.5,20.578767123287673,5184.0,1476.0,420.25,3
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,0,0-12,1,19.2,0,3.005682604407159,19.2,19.2,9.6,1.0,19.2,368.64,0
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,No,0,61-72,6,96.24166666666666,1,8.84367281057593,7081.2,16.391666666666666,94.92328767123287,5184.0,7081.2,9672.722499999998,1
Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,No,0,49-60,3,74.22166666666666,1,8.401625200735404,4461.0,24.78333333333333,73.00491803278689,3600.0,4461.0,5527.922499999999,1
Female,No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,No,0,61-72,5,53.18688524590164,1,8.084993888105437,3132.35,10.27,52.329032258064515,3721.0,3132.35,2636.8225,3
Female,No,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,No,0,0-12,2,53.90833333333333,1,5.782131441067177,273.9,22.825,46.207142857142856,36.0,273.9,2083.9224999999997,0
Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes,1,25-48,4,83.159375,1,7.886870563989527,2729.6,21.325,80.63939393939394,1024.0,2729.6,7276.089999999999,2
Female,No,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,1,25-48,4,87.01290322580645,1,7.90041428374744,2683.0499999999997,21.6375,84.29375,961.0,2683.0499999999997,7490.902499999999,2
Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Yes,1,13-24,3,74.97368421052632,1,7.2622779083527265,1403.1499999999999,24.616666666666664,71.225,361.0,1403.1499999999999,5453.822499999999,2
Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,No,0,61-72,1,19.460416666666667,0,7.2457620518857775,1461.6000000000001,20.3,19.193835616438356,5184.0,1461.6000000000001,412.09000000000003,3
Female,No,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,No,0,25-48,4,54.3625,1,7.461985160355414,1734.4,13.55,52.71515151515151,1024.0,1734.4,2937.6400000000003,3
Male,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,No,0,61-72,5,91.24615384615385,1,8.688116703257823,5892.25,18.130000000000003,89.86363636363636,4225.0,5892.25,8217.4225,1
Female,No,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No,0,25-48,4,51.86333333333333,1,7.755702928210837,2290.5,12.725,50.73586956521739,2025.0,2290.5,2590.81,3
Male,No,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,No,0,25-48,2,22.61547619047619,0,6.857356321398285,1052.1000000000001,12.525,22.08953488372093,1764.0,1052.1000000000001,627.5025,3
Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,0,0-12,3,71.55625,1,6.351670748810531,598.8,24.95,63.60555555555556,64.0,598.8,5602.522499999999,2
Male,No,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,No,0,25-48,1,21.775,0,6.547932528752674,656.0,20.5,21.115151515151513,1024.0,656.0,420.25,0
Female,Yes,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,No,0,13-24,6,62.809090909090905,1,7.2318657080474695,1398.1,10.591666666666667,60.07826086956521,484.0,1398.1,4038.6024999999995,2
Male,Yes,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,1,49-60,3,45.13947368421052,1,7.853196962947979,2556.4500000000003,14.950000000000001,44.36120689655172,3249.0,2556.4500000000003,2011.5225,3
Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,No,0,0-12,3,47.95,1,3.8907993689765195,47.95,15.983333333333334,23.975,1.0,47.95,2299.2025000000003,0
Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,Yes,1,0-12,2,45.1,1,3.8308129500026027,45.1,22.55,22.55,1.0,45.1,2034.0100000000002,0
Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,No,0,0-12,2,45.0,1,3.828641396489095,45.0,22.5,22.5,1.0,45.0,2025.0,0
Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,1,13-24,5,88.43541666666665,1,7.66079740344362,2304.0,19.2,84.898,576.0,2304.0,9216.0,2
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,Yes,1,0-12,1,20.05,0,3.0469005601283903,20.05,20.05,10.025,1.0,20.05,402.00250000000005,0
Male,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,No,0,49-60,5,91.32962962962964,1,8.503662057131885,4862.7,18.009999999999998,89.66909090909091,2916.0,4862.7,8109.0025,1
Female,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,No,0,0-12,2,29.2375,0,4.770260805853684,101.2,12.65,23.39,16.0,101.2,640.09,0
Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,1,61-72,8,106.7376923076923,1,8.84490574522436,7062.25,13.58125,105.12045454545455,4225.0,7062.25,11804.822500000002,1
Female,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,No,0,49-60,2,22.530357142857145,0,7.141007564444634,1360.8,12.15,22.135087719298248,3136.0,1360.8,590.49,3
Male,No,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,No,0,25-48,6,72.75111111111111,1,8.094012077502294,3417.75,12.658333333333333,71.16956521739131,2025.0,3417.75,5768.4025,1
Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,No,0,61-72,1,19.941549295774646,0,7.256191376642079,1398.7,19.7,19.664583333333333,5041.0,1398.7,388.09,3
Male,No,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,No,0,49-60,6,67.08813559322033,1,8.283797263637677,3917.6000000000004,11.066666666666668,65.97,3481.0,3917.6000000000004,4408.960000000001,1
Male,No,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,No,0,61-72,3,36.119565217391305,1,7.821342359281977,2466.75,11.916666666666666,35.60357142857143,4761.0,2466.75,1278.0625,3
Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,No,0,13-24,1,14.694736842105263,0,5.635503633902907,357.2,18.8,13.959999999999999,361.0,357.2,353.44000000000005,0
Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,No,0,49-60,1,19.69090909090909,0,6.988413181999592,1067.0,19.4,19.339285714285715,3025.0,1067.0,376.35999999999996,3
Female,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,No,0,25-48,1,19.88157894736842,0,6.62870253322841,733.4,19.3,19.371794871794872,1444.0,733.4,372.49,3
Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes,1,0-12,2,40.260000000000005,1,6.000424288479454,455.5,22.775,36.6,100.0,455.5,2074.8025,0
Female,Yes,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,No,0,25-48,6,69.19148936170212,1,8.087332926473351,3170.15,11.241666666666667,67.75,2209.0,3170.15,4549.5025000000005,3
Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,1,0-12,2,34.375,1,4.244917420701475,70.2,17.55,22.916666666666668,4.0,70.2,1232.01,0
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,Yes,1,0-12,2,46.2,1,3.8543938925915096,46.2,23.1,23.1,1.0,46.2,2134.44,0
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,1,0-12,2,45.15,1,3.8318969609488613,45.15,22.575,22.575,1.0,45.15,2038.5224999999998,0
Male,Yes,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,1,0-12,4,43.3,1,3.7909846770510898,43.3,10.825,21.65,1.0,43.3,1874.8899999999996,0
Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,No,0,25-48,1,20.366304347826087,0,6.84359002150635,924.6,20.1,19.932978723404254,2116.0,924.6,404.01000000000005,3
Female,Yes,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,1,25-48,4,59.227631578947374,1,7.719418559774295,2171.7,14.2875,57.70897435897436,1444.0,2171.7,3266.1225,3
Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,No,0,61-72,5,59.339999999999996,1,8.257930113295641,3828.5,11.78,58.44090909090909,4225.0,3828.5,3469.21,3
Female,No,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes,1,13-24,3,75.84736842105262,1,7.273855663568025,1390.8,24.400000000000002,72.05499999999999,361.0,1390.8,5358.240000000001,2
Male,No,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes,1,49-60,4,83.4346153846154,1,8.375537456948296,4438.2,21.3375,81.86037735849057,2704.0,4438.2,7284.622499999999,1
Male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,No,0,61-72,1,19.414788732394367,0,7.229440147984164,1380.95,19.45,19.14513888888889,5041.0,1380.95,378.30249999999995,3
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,1,0-12,2,45.95,1,3.849083205654272,45.95,22.975,22.975,1.0,45.95,2111.4025,0
Female,Yes,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,No,0,49-60,5,49.35192307692308,1,7.850610041981843,2626.0,10.1,48.420754716981136,2704.0,2626.0,2550.25,3
Male,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,No,0,0-12,2,28.5,0,5.147494476813453,150.60000000000002,12.55,24.428571428571427,36.0,150.60000000000002,630.0100000000001,0
Female,Yes,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,0,25-48,4,61.43846153846154,1,7.376758407894289,1578.2,15.175,59.162962962962965,676.0,1578.2,3684.4900000000002,2
Male,Yes,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,4744.35,No,0,25-48,6,98.840625,1,8.46492047017834,4752.0,16.5,96.82346938775511,2304.0,4752.0,9801.0,1
Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,No,0,61-72,7,105.025,1,8.813230263450754,6681.6,14.914285714285715,103.40923076923077,4096.0,6681.6,10899.36,1
Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,Yes,1,0-12,4,82.41666666666667,1,5.514436302925282,251.25,20.9375,61.8125,9.0,251.25,7014.0625,2
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,No,0,0-12,2,44.05,1,3.807772984054347,44.05,22.025,22.025,1.0,44.05,1940.4024999999997,0
Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,No,0,61-72,2,24.092361111111114,0,7.459137261990456,1735.2,12.05,23.76232876712329,5184.0,1735.2,580.8100000000001,3
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,No,0,0-12,2,45.55,1,3.840527003723076,45.55,22.775,22.775,1.0,45.55,2074.8025,0
Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,No,0,49-60,6,89.00686274509805,1,8.420759380574932,4783.8,15.633333333333333,87.29519230769232,2601.0,4783.8,8798.439999999999,1
Female,No,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,No,0,25-48,1,19.615853658536587,0,6.691152788211308,807.6999999999999,19.7,19.148809523809526,1681.0,807.6999999999999,388.09,3
Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,No,0,61-72,6,69.59930555555555,1,8.519620243740507,5086.8,11.775,68.6458904109589,5184.0,5086.8,4991.422500000001,1
Female,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,No,0,25-48,8,83.12790697674419,1,8.181860305488451,3717.35,10.80625,81.23863636363636,1849.0,3717.35,7473.602500000001,1
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,No,0,61-72,9,112.3111111111111,1,8.998062573972279,8215.199999999999,12.677777777777777,110.77260273972603,5184.0,8215.199999999999,13018.81,1
Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563.0,No,0,25-48,5,97.08510638297872,1,8.425954710981966,4474.400000000001,19.04,95.0625,2209.0,4474.400000000001,9063.04,1
Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No,0,61-72,9,88.36597222222223,1,8.758310247220596,6375.599999999999,9.838888888888889,87.1554794520548,5184.0,6375.599999999999,7841.102499999999,1
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,No,0,0-12,1,22.366666666666664,0,4.220977213155467,62.25,20.75,16.775,9.0,62.25,430.5625,0
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,1,0-12,2,70.05,1,4.263383854543109,70.05,35.025,35.025,1.0,70.05,4907.0025,2
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,1,0-12,4,82.725,1,5.114694964021034,172.0,21.5,55.15,4.0,172.0,7396.0,2
Male,No,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No,0,25-48,4,44.482692307692304,1,7.0540609815717215,1160.8999999999999,11.1625,42.83518518518518,676.0,1160.8999999999999,1993.6225,0
Male,No,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,No,0,25-48,4,63.24655172413794,1,7.514881501017032,1745.8000000000002,15.05,61.138333333333335,841.0,1745.8000000000002,3624.0400000000004,2
Female,Yes,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,1,25-48,7,104.38142857142857,1,8.203673517791433,3517.5,14.357142857142858,101.48194444444444,1225.0,3517.5,10100.25,1
Male,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,No,0,25-48,4,54.72777777777778,1,7.298884788322935,1497.15,13.8625,52.77321428571429,729.0,1497.15,3074.7025000000003,2
Male,No,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No,0,13-24,6,71.10208333333334,1,7.4427563084393356,1687.1999999999998,11.716666666666667,68.258,576.0,1687.1999999999998,4942.089999999999,2
Male,No,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,No,0,61-72,5,59.01044776119403,1,8.282660023974554,4046.7999999999997,12.08,58.14264705882353,4489.0,4046.7999999999997,3648.16,1
Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,1,13-24,3,74.64375,1,7.086152478883935,1162.4,24.21666666666667,70.25294117647059,256.0,1162.4,5278.022500000001,2
Female,No,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,No,0,13-24,4,57.73260869565217,1,7.192069185526151,1283.3999999999999,13.95,55.32708333333333,529.0,1283.3999999999999,3113.64,2
Male,No,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,No,0,13-24,2,29.978571428571428,1,6.041919990596475,435.40000000000003,15.55,27.98,196.0,435.40000000000003,967.21,0
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,Yes,1,0-12,1,21.0,0,3.091042453358316,21.0,21.0,10.5,1.0,21.0,441.0,0
Female,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,1,0-12,2,45.1,1,3.8308129500026027,45.1,22.55,22.55,1.0,45.1,2034.0100000000002,0
Male,Yes,No,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No,0,0-12,4,51.8375,1,5.339219357868463,203.8,12.7375,41.47,16.0,203.8,2595.9025,0
Male,No,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,No,0,13-24,6,67.73125,1,6.989058730046172,1105.6,11.516666666666666,63.747058823529414,256.0,1105.6,4774.8099999999995,2
Female,No,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,No,0,25-48,3,43.64891304347826,1,7.605317698015492,2021.7,14.65,42.72021276595744,2116.0,2021.7,1931.6025000000002,3
Male,No,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No,0,61-72,8,86.51102941176471,1,8.679949592715351,5882.0,10.8125,85.2572463768116,4624.0,5882.0,7482.25,1
Male,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,No,0,25-48,7,69.93552631578947,1,7.885536140365803,2658.1,9.992857142857144,68.1423076923077,1444.0,2658.1,4893.0025000000005,2
Male,Yes,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,1,25-48,3,50.916666666666664,1,7.33204214133089,1512.0,16.8,49.274193548387096,900.0,1512.0,2540.16,3
Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,1,0-12,3,75.67999999999999,1,5.938591057500914,394.75,26.316666666666666,63.06666666666666,25.0,394.75,6233.102500000001,2
Male,No,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,No,0,13-24,5,94.83529411764707,1,7.385975062999213,1546.15,18.19,89.56666666666666,289.0,1546.15,8271.9025,2
Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,No,0,0-12,1,19.1625,0,4.3522115495946965,79.6,19.9,15.330000000000002,16.0,79.6,396.00999999999993,0
Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,No,0,0-12,1,21.724999999999998,0,5.5671988095361,241.79999999999998,20.15,20.053846153846152,144.0,241.79999999999998,406.0224999999999,0
